split,column,value,count,freq
test,interpretation,"### 1. Summary

The poem ""Binding Sheaves"" by Jean Ingelow explores themes of love, value, and the natural world. It juxtaposes the tangible worth of material possessions and labor with the intangible value of love. The lover's earnest reflections emphasize that true love transcends worldly measures and is priceless.

### 2. Stanza-by-Stanza Breakdown

#### Stanza 1
- **Summary**: A lover sings to his maiden while binding sheaves, amidst the lively environment of fluttering leaves and larks.
- **Literary Devices**: Imagery (fluttering leaves, larks), Personification (larks dropping their wings).
- **Contribution**: Sets a pastoral scene and introduces the lover’s joyful and earnest disposition.

#### Stanza 2
- **Summary**: The lover expresses that despite the merriment of brooks, nothing is as joyous as his love.
- **Literary Devices**: Personification (brooks being merry), Contrast (mirth of brooks vs. lover’s joy).
- **Contribution**: Highlights the lover’s immense happiness derived from love, establishing the emotional depth.

#### Stanza 3
- **Summary**: The lover asks the maiden to value his love, equating it with the love he has sown and grown alongside corn.
- **Literary Devices**: Metaphor (love sown with corn), Repetition (emphasis on the worth of love).
- **Contribution**: Illustrates the lover’s nurturing of love, paralleling it with agricultural growth, deepening the sense of dedication.

#### Stanza 4
- **Summary**: The lover compares the wide world and its sweetness to the greater worth of love laid at the maiden’s feet.
- **Literary Devices**: Hyperbole (world full wide of girth, hived honey sweet), Symbolism (love laid at feet).
- **Contribution**: Reinforces the superiority of love over worldly pleasures and possessions.

#### Stanza 5
- **Summary**: The lover contrasts money's worth, providing tangible goods, and work’s worth, giving sustenance and rest, against the immeasurable worth of love.
- **Literary Devices**: Juxtaposition (money's worth vs. work's worth vs. love’s worth), Imagery (house and land, velvet coat).
- **Contribution**: Emphasizes the limitations of material wealth and labor compared to the boundless value of love.

#### Stanza 6
- **Summary**: The maiden responds, asserting that love's worth cannot be weighed with earthly measures; it is unique and invaluable.
- **Literary Devices**: Personification (maiden sighing), Direct Speech (maiden’s response).
- **Contribution**: Concludes the poem by affirming the central theme that love's worth is intrinsic and incomparable to materialistic values.

### 3. Structure and Form

- **Structure**: The poem consists of six stanzas, each with four lines (quatrains).
- **Rhyme Scheme**: ABAB in each stanza.
- **Meter**: The poem predominantly follows a regular iambic tetrameter.
- **Form's Contribution**: The consistent form and rhyme scheme create a rhythmic and harmonious flow, mirroring the steady and sincere nature of the lover’s sentiments. The regular meter enhances the lyrical quality, suitable for a love song.

### 4. Imagery, Symbolism, and Figurative Language

- **Imagery**: Vivid descriptions like ""flutter, flutter go the leaves"" and ""larks drop their wings"" create a lively natural setting.
- **Symbolism**: 
  - **Sheaves**: Represent the fruits of labor and love.
  - **Corn**: Symbolizes growth and nurturing love.
  - **Hived honey**: Symbolizes sweetness and abundance, yet still less valuable than love.
- **Figurative Language**: 
  - **Metaphor**: Love sown with corn, illustrating the intertwining of love and life’s work.
  - **Personification**: Brookes and larks, adding life and emotional resonance to the natural elements.
- **Enhancement**: These elements enrich the poem by visually and emotionally illustrating the depth and purity of love, contrasting it with the tangible but lesser valued material world.

### 5. Tone and Mood

- **Tone**: Reflective and earnest, with a sincere and contemplative attitude towards love’s value.
- **Mood**: Romantic and serene, evoking a sense of peace and fulfillment from the appreciation of profound love.

By analyzing these elements, the poem reveals its core message: love's intrinsic worth surpasses all material and worldly values, standing as a timeless and invaluable treasure.",1,0.0003894080996884735
test,interpretation,"### 1. Summary

The poem ""I Want To Go With The One I Love"" by Bertolt Brecht explores themes of love, desire, and commitment. The poet expresses a deep yearning to be with the person they love, regardless of the consequences or uncertainties. The key emotions conveyed are passion, determination, and a willingness to embrace love without overthinking or doubting its reciprocation.

### 2. Stanza-by-Stanza Breakdown

#### Stanza 1 (Original and Translation):
**Content Summary:**
- The speaker expresses a desire to be with their beloved.
- They reject the idea of calculating the costs or consequences.
- They refuse to ponder the goodness or rightness of their choice.
- They do not wish to know if their love is returned.
- Reaffirms the desire to go with their beloved.

**Literary Devices:**
- **Repetition:** The phrase ""I want to go with the one I love"" is repeated to emphasize commitment and desire.
- **Negation:** The repeated use of ""I do not want"" underscores the speaker's rejection of rational analysis and doubt.
- **Direct Address:** The use of ""I"" and ""the one I love"" makes the poem personal and direct.

**Contribution to Overall Theme:**
- The stanza encapsulates the central theme of love as an emotional and irrational force.
- Emphasizes the importance of following one's heart without overanalyzing.

### 3. Structure and Form

- **Structure:** The poem consists of a single stanza with five lines in both the original German and the English translation.
- **Rhyme Scheme and Meter:** The poem does not follow a specific rhyme scheme or meter, which reflects the spontaneity and unstructured nature of genuine emotion.
- **Literary Devices:**
  - **Repetition:** The repeated phrases enhance the emotional intensity and focus on the speaker's determination.
  - **Parallelism:** The similar structure of the lines (starting with ""I want"" and ""I do not want"") creates a rhythm and reinforces the message.

### 4. Imagery, Symbolism, and Figurative Language

- **Imagery:** The poem does not rely heavily on visual imagery but instead focuses on emotional and psychological imagery.
- **Symbolism:** The act of ""going with the one I love"" symbolizes a journey or commitment, representing love as a path one chooses to follow.
- **Figurative Language:**
  - **Metaphor:** The idea of ""going"" with a loved one can be seen as a metaphor for committing to a relationship or life journey together.
  - **Negation of Rationality:** By negating calculation, goodness, and reciprocation, the poet uses figurative language to highlight the irrational and all-encompassing nature of love.

### 5. Tone and Mood

- **Tone:** The tone of the poem is earnest and resolute. The speaker is determined and unwavering in their desire to be with their beloved.
- **Mood:** The mood created for the reader is one of passion and intensity. The reader may feel the depth of the speaker's emotions and the strength of their commitment.

This analysis provides a detailed look into Bertolt Brecht's poem, revealing the underlying themes, emotions, and literary techniques used to convey the poet's message about love.",1,0.0003894080996884735
test,interpretation,"### 1. Summary
The poem ""Nursery Rhyme. DLXXXIV. Natural History."" revolves around a speaker who lends their pony, named Dapple-gray, to a lady. The lady mistreats the pony by whipping and riding him through difficult terrain. As a result, the speaker resolves never to lend their pony again, regardless of any compensation offered. The key emotions conveyed are disappointment and protectiveness.

### 2. Stanza-by-Stanza Breakdown
#### Stanza 1
- **Summary**: The speaker introduces their pony, Dapple-gray, and mentions lending him to a lady for a short ride.
- **Literary Devices**: The name ""Dapple-gray"" is a form of descriptive imagery, giving the pony a specific and vivid identity.
- **Contribution to Theme**: This stanza sets up the initial trust and generosity of the speaker.

#### Stanza 2
- **Summary**: The lady mistreats the pony by whipping and riding him through muddy terrain.
- **Literary Devices**: The verbs ""whipped"" and ""slashed"" convey violent actions, creating a stark and vivid image of mistreatment. The phrase ""rode him through the mire"" uses imagery to depict the harsh conditions faced by the pony.
- **Contribution to Theme**: This stanza introduces the theme of betrayal and mistreatment, contrasting sharply with the speaker's initial act of kindness.

#### Stanza 3
- **Summary**: The speaker decides never to lend their pony again, no matter what the lady offers as payment.
- **Literary Devices**: The phrase ""for all the lady's hire"" emphasizes the speaker's resolution, using hyperbole to stress that no amount of money could compensate for the mistreatment of the pony.
- **Contribution to Theme**: This stanza conveys the speaker's protective nature and the consequence of broken trust.

### 3. Structure and Form
The poem consists of three quatrains (four-line stanzas) with an AABB rhyme scheme. The consistent meter and rhyme create a rhythmic and almost musical quality typical of nursery rhymes, which contrasts with the serious subject matter of mistreatment and betrayal. This juxtaposition emphasizes the severity of the lady's actions within a deceptively simple and child-like form.

### 4. Imagery, Symbolism, and Figurative Language
- **Imagery**: The poem uses vivid imagery, such as ""Dapple-gray"" to describe the pony and ""rode him through the mire"" to depict the harsh treatment.
- **Symbolism**: The pony, Dapple-gray, symbolizes innocence and trust. The lady's mistreatment represents betrayal and abuse of kindness.
- **Figurative Language**: Hyperbole is used in ""for all the lady's hire"" to emphasize the speaker's strong stance against lending the pony again.

### 5. Tone and Mood
- **Tone**: The tone of the poem shifts from a light-hearted and trusting attitude in the beginning to one of disappointment and resolve by the end.
- **Mood**: The mood transitions from an initial sense of generosity and lightness to a somber and protective feeling as the consequences of the lady's actions become clear. The reader is likely to feel sympathy for the pony and support for the speaker's decision.

Overall, the poem effectively uses simple language and structure to convey a deeper message about trust, betrayal, and the consequences of mistreatment.",1,0.0003894080996884735
test,interpretation,"## Analysis of ""The Bomb Shelter"" by Teresa Mei Chuc

### 1. Summary

""The Bomb Shelter"" by Teresa Mei Chuc delves into the harrowing environment of war, specifically focusing on the impacts of bombings in Saigon. The poem juxtaposes the external chaos and violence with the intimate and personal scene of a father teaching his young son French in a bomb shelter. Themes of war, trauma, and the attempt to preserve normalcy in the face of destruction are central. The emotions conveyed include fear, resilience, and a poignant sense of innocence amidst turmoil.

### 2. Stanza-by-Stanza Breakdown

#### Lines 1-2:
**Summary:** The poem begins by describing the external chaos of bombs exploding.
**Literary Devices:** The use of ""exploding"" and ""implosions"" serves as a juxtaposition, highlighting the outward destruction and inward collapse.
**Contribution to Theme:** These lines set the scene of war, immediately introducing the reader to the violence and its intrusive effects.

#### Lines 3-5:
**Summary:** The vibrations from the bombs affect the speaker's amniotic fluid, embedding traumatic images and sounds.
**Literary Devices:** Metaphor is used with ""amniotic fluid is imprinted,"" suggesting the lasting impact of war on the unborn child.
**Contribution to Theme:** These lines emphasize the deep and personal impact of war, affecting even the unborn.

#### Lines 6-7:
**Summary:** The setting shifts to a bomb shelter in Saigon, focusing on the speaker's father and brother.
**Literary Devices:** The bomb shelter symbolizes a place of refuge and the attempt to maintain normalcy.
**Contribution to Theme:** This shift highlights the contrast between the external violence and the internal efforts to preserve normalcy.

#### Lines 8-10:
**Summary:** The father teaches French to the two-year-old brother, demonstrating a semblance of everyday life.
**Literary Devices:** The repetition of ""Je m'appelle"" (I am called) emphasizes identity and continuity amidst chaos.
**Contribution to Theme:** These lines underscore the resilience and determination to maintain cultural and familial identity despite the surrounding war.

### 3. Structure and Form

The poem does not follow a traditional stanza structure, but rather unfolds in a continuous narrative. This free verse form allows for a fluid and natural progression of thoughts, mirroring the chaotic and unpredictable nature of war. The lack of a rhyme scheme contributes to the somber and serious tone, while the concise lines reflect the urgency and tension of the situation.

### 4. Imagery, Symbolism, and Figurative Language

- **Imagery:** The vivid descriptions of bomb explosions, vibrations through air and liquid, and the bomb shelter create a stark and tangible picture of the war environment.
- **Symbolism:** The bomb shelter symbolizes a fragile sanctuary and the effort to protect and nurture amid destruction.
- **Figurative Language:** The metaphor of ""amniotic fluid is imprinted"" conveys the deep psychological scars left by war, even before birth.

### 5. Tone and Mood

- **Tone:** The tone of the poem is somber and reflective, with an underlying sense of resilience.
- **Mood:** The mood evokes a mix of tension, fear, and a poignant sense of innocence as the family attempts to carry on normal activities amidst chaos.

### Summary

""The Bomb Shelter"" by Teresa Mei Chuc paints a poignant picture of the impact of war on individuals and families, juxtaposing the external chaos of bombings with the intimate scene of a father teaching his son. Through vivid imagery, symbolism, and a somber tone, the poem captures the deep psychological scars of war and the human effort to preserve normalcy and identity amidst destruction.",1,0.0003894080996884735
test,poem,"

",4,0.001557632398753894
test,poem,"

 
",2,0.000778816199376947
test,poem,"
Some say it’s in the reptilian dance   
of the purple-tongued sand goanna,   
for there the magnificent translation   
of tenacity into bone and grace occurs.
And some declare it to be an expansive   
desert—solid rust-orange rock
like dusk captured on earth in stone—
simply for the perfect contrast it provides   
to the blue-grey ridge of rain
in the distant hills.
Some claim the harmonics of shifting   
electron rings to be most rare and some   
the complex motion of seven sandpipers   
bisecting the arcs and pitches
of come and retreat over the mounting   
hayfield.
Others, for grandeur, choose the terror   
of lightning peals on prairies or the tall   
collapsing cathedrals of stormy seas,   
because there they feel dwarfed
and appropriately helpless; others select   
the serenity of that ceiling/cellar
of stars they see at night on placid lakes,   
because there they feel assured
and universally magnanimous.
But it is the dark emptiness contained   
in every next moment that seems to me   
the most singularly glorious gift,
that void which one is free to fill
with processions of men bearing burning
cedar knots or with parades of blue horses,   
belled and ribboned and stepping sideways,   
with tumbling white-faced mimes or companies   
of black-robed choristers; to fill simply   
with hammered silver teapots or kiln-dried   
crockery, tangerine and almond custards,   
polonaises, polkas, whittling sticks, wailing   
walls; that space large enough to hold all   
invented blasphemies and pieties, 10,000   
definitions of god and more, never fully   
filled, never.
",1,0.0003894080996884735
test,poem,"(For the Ballarat statue of him.)
This is Scotch William Wallace. It was he
Who in dark hours first raised his face to see:
Who watched the English tyrant nobles spurn,
Steel-clad, with iron hoofs the Scottish free:
Who armed and drilled the simple footman Kern,
Yea, bade in blood and rout the proud Knight learn
His Feudalism was dead, and Scotland stand
Dauntless to wait the day of Bannockburn!
O Wallace, peerless lover of thy land,
We need thee still, thy moulding brain and hand!
For us, thy poor, again proud tyrants spurn,
The robber rich, a yet more hateful band!",1,0.0003894080996884735
test,poem,"
Like nights we knelt on the dirt floor
of a dugout, leaned our heads back,
eyes twitching gone, and popped nitrous
canisters into the communion shapes
of our mouths, slipped inside where
everything seemed to be falling snow,
ice, the time split between chasing flies
through a darkened park and sprawling
in sycamore bark—how clean that abyss
we drifted in, like dew, more like pollen,
on our skins; and, beneath, a want
for touch, a kiss, a return. Like nothing
back then, to break an arm latching on
to the bumper of an Impala, or settling back 
as the car took us as far as the salted bridge,
before letting the ride go with a mitten
caught behind the chrome waving
from the other side of the river. Like this, 
you said, sliding a needle, watching
dope plunge, the body's rush and tow
until you felt something like an angel
hovering above, but it was only pigeon
feathers deviling the air. Those friends
are gone: some dead, dying, locked up
or jailed in themselves; and when I see
some kids running in the heat of a taillight
swirling behind them, I remember we
wanted only to quiet our bodies, their 
unnatural hum, a vague pull inward,
some thin furrows gliding over the snow. 
",1,0.0003894080996884735
test,poem,"It was a day of sombre heat:
The still, dense air was void of sound
And life; no wing of bird did beat
A little breeze through it, the ground
Was like live ashes to the feet.
From the black hills that loomed around
The valley many a sudden spire
Of flame shot up, and writhed, and curled,
And sank again for heaviness:
And heavy seemed to men that day
The burden of the weary world.
For evermore the sky did press
Closer upon the earth that lay
Fainting beneath, as one in dire
Dreams of the night, upon whose breast
Sits a black phantom of unrest
That holds him down. The earth and sky
Appeared unto the troubled eye
A roof of smoke, a floor of fire.
There was no water in the land.
Deep in the night of each ravine
Men, vainly searching for it, found
Dry hollows in the gaping ground,
Like sockets where clear eyes had been,
Now burnt out with a burning brand.
There was no water in the land
But the salt sea tide, that did roll
Far past the places where, till then,
The sweet streams met and flung it back;
The beds of little brooks, that stole
In spring-time down each ferny glen,
And rippled over rock and sand,
Were drier than a cattle-track.
A dull, strange languor of disease,
That ever with the heat increased,
Fell upon man, and bird, and beast;
The thin-flanked cattle gasped for breath;
The birds dropped dead from drooping trees;
And men, who drank the muddy lees
From each near-dry though deep-dug well,
Grew faint; and over all things fell
A heavy stupor, dank as Death.
.         .         .         .         .
Fierce Nature, glaring with a face
Of savage scorn at my despair,
Withered my heart. From cone to base
The hills were full of hollow eyes
That rayed out darkness, dead and dull;
Gray rocks grinned under ridges bare,
Like dry teeth in a mouldered skull;
And ghastly gum-tree trunks did loom
Out of black clefts and rifts of gloom,
As sheeted spectres that arise
From yawning graves at dead of night
To fill the living with affright;
And, like to witches foul that bare
Their withered arms, and bend, and cast
Dread curses on the sleeping lands
In awful legends of the past,
Red gums, with outstretched bloody hands,
Shook maledictions in the air.
Fear was around me everywhere:
The wrinkled foreheads of the rocks
Frowned on me, and methought I saw,
Deep down in dismal gulfs of awe,
Where gray death-adders have their lair,
With the fiend-bat, the flying-fox,
And dim sun-rays, down-groping far,
Pale as a dead man's fingers are,
The grisly image of Decay,
That at the root of Life doth gnaw,
Sitting alone upon a throne
Of rotting skull and bleaching bone.
.         .         .         .         .
'There is an end to all our griefs:
Little the red worm of the grave
Will vex us when our days are done.'
So changed my thought: up-gazing then
On gray-piled stones that seemed the cairns
Of dead and long-forgotten chiefs,
The men of old, the poor wild men
Who, under dim lights, fought a brave,
Sad fight of Life, where hope was none,
In the vague, voiceless, far-off years,
It changed again to present pain,
And I saw Sorrow everywhere:
In blackened trees and rust-red ferns,
Blasted by bush-fires and the sun;
And by the salt-flood, salt as tears,
Where the wild apple-trees hung low,
And evermore stooped down to stare
At their drowned shadows in the wave,
Wringing their knotted hands of woe;
And the dark swamp-oaks, row on row,
Lined either bank, a sombre train
Of mourners with down-streaming hair.",1,0.0003894080996884735
test,poem,"'Come, try your skill, kind gentlemen,
A penny for three tries!'
Some threw and lost, some threw and won
A ten-a-penny prize.
She was a tawny gipsy girl,
A girl of twenty years,
I liked her for the lumps of gold
That jingled from her ears;
I liked the flaring yellow scarf
Bound loose about her throat,
I liked her showy purple gown
And flashy velvet coat.
A man came up, too loose of tongue,
And said no good to her;
She did not blush as Saxons do,
Or turn upon the cur;
She fawned and whined 'Sweet gentleman,
A penny for three tries!'
- But oh, the den of wild things in
The darkness of her eyes!
",1,0.0003894080996884735
test,poem,"
Good God! What did I dream last night? I dreamt I was the moon. I woke and found myself still asleep. It was like this: my face misted up from inside And I came and went at will through a little peephole. I had no voice, no mouth, nothing to express my trouble, except my shadows leaning downhill, not quite parallel. Something needs to be said to describe my moonlight. Almost frost but softer, almost ash but wholer. Made almost of water, which has strictly speaking No feature, but a kind of counter-light, call it insight. Like in woods, when they jostle their hooded shapes, Their heads congealed together, having murdered each other, There are moon-beings, sound-beings, such as deer and half-deer Passing through there, whose eyes can pierce through things. I was like that: visible invisible visible invisible. There's no material as variable as moonlight. I was climbing, clinging to the underneath of my bones, thinking: Good God! Who have I been last night?
",1,0.0003894080996884735
test,poem,"
Recurrences.
Coppery light hesitates
again in the small-leaved
Japanese plum. Summer
and sunset, the peace
of the writing desk
and the habitual peace
of writing, these things
form an order I only
belong to in the idleness
of attention. Last light
rims the blue mountain
and I almost glimpse
what I was born to,
not so much in the sunlight
or the plum tree
as in the pulse
that forms these lines.
",1,0.0003894080996884735
test,poem,"I.
O Logan, sweetly didst thou glide,
That day I was my Willie's bride!
And years synsyne hae o'er us run
Like Logan to the simmer sun.
But now thy flow'ry banks appear
Like drumlie winter, dark and drear,
While my dear lad maun face his faes,
Far, far frae me and Logan braes!
II.
Again the merry month o' May
Has made our hills and valleys gay;
The birds rejoice in leafy bowers,
The bees hum round the breathing flowers;
Blythe Morning lifts his rosy eye,
And Evening's tears are tears of joy:
My soul, delightless, a' surveys,
While Willie's far frae Logan braes.
III.
Within yon milk-white hawthorn bush,
Amang her nestlings sits the thrush;
Her faithfu' mate will share her toil,
Or wi' his song her cares beguile:
But I, wi' my sweet nurslings here,
Nae mate to help, nae mate to cheer,
Pass widow'd nights and joyless days,
While Willie's far frae Logan braes.
IV.
O wae upon you, men o' state,
That brethren rouse to deadly hate!
As ye make mony a fond heart mourn,
Sae may it on your heads return!
How can your flinty hearts enjoy
The widow's tears, the orphan's cry?[1]
But soon may peace bring happy days
And Willie hame to Logan braes!",1,0.0003894080996884735
test,poem,"Johnston he is an engineer,
He always looks if track is clear,
For he hath a keen eagle eye,
Danger afar he doth espy.
And he hath too a warm true heart,
Of others woes he shares a part;
One day he gazed far down the line,
And a large dog he could define.
So eager busy on the track,
In mouth it seemed to lift a pack,
But it oftentimes did fail
For to raise it o'er the rail.
The engineer put on his steam
And he loud made his whistle scream,
So that the dog would take alarm
And thus preserve his life from harm.
This noble dog, it feared not danger,
Fear to him it was a stranger,
His mistress child he wished to save,
And all the danger he would brave.
His last great effort did prevail,
He raised it safe beyond the rail,
Into a snug and hollow spot,
A place seem'd formed for a child's cot.
This dog of noble mastiff breed,
For his own safety took no heed,
But at approaching train did bark,
To make them to his troubles hark.
The engineer did sad bewail,
To see the dog still on the rail,
A moment more the beast is slain,
Cut in two by the cruel train.
The engineer now shuts off steam
For to investigate the theme,
That caused the dog to die at post,
Finds to save child its life it lost.
Faithful in the cause of duty,
Saving life of little beauty,
A little darling three year old,
More precious than her weight in gold.
On track she wandered for to play,
But soon she in quiet slumber lay,
And all the efforts of old Towser,
Were not able to arouse her.
The mother now in agony wild,
Rushed down to train to find her child,
There she found it sweetly sleeping,
While some for faithful dog were weeping.
And a brave man was engineer,
For he himself knew not of fear,
But his heart was filled with pain,
Because the noble dog was slain.
",1,0.0003894080996884735
test,poem,"May the maiden,
Violet-laden
Out of the violet sea,
Comes and hovers
Over lovers,
Over thee, Marie, and me,
Over me and thee.
Day the stately,
Sunken lately
Into the violet sea,
Backward hovers
Over lovers,
Over thee, Marie, and me,
Over me and thee.
Night the holy,
Sailing slowly
Over the violet sea,
Stars uncovers
Over lovers,
Stars for thee, Marie, and me,
Stars for me and thee.
Macon, Georgia, 1868.",1,0.0003894080996884735
test,poem,"In the unquiet night,
With all her beauty bright,
She walketh my silent chamber to and fro;
Not twice of the same mind,
Sometimes unkind - unkind,
And again no cooing dove hath a voice so sweet and low.
Such madness of mirth lies
In the haunting hazel eyes,
When the melody of her laugh charms the listening night;
Its glamour as of old
My charmed senses hold,
Forget I earth and heaven in the pleasures of sense and sight.
With sudden gay caprice
Quaint sonnets doth she seize,
Wedding them unto sweetness, falling from crimson lips;
Holding the broidered flowers
Of those enchanted hours,
When she wound my will with her silk round her white finger-tips.
Then doth she silent stand,
Lifting her slender hand,
On which gleams the ring I tore from his hand at Baywood;
The tiny opal hearts
Are broken in two parts,
And where the ruby burned there hangeth a drop of blood.
Then with my burning cheek,
Raising my head, I speak,
""Lemoine, Lemoine, my lost!    Oh, speak to me once, I pray!""
But no word will she deign,
Adown the shining lane,
The long and lustrous lane of the moonlight she glides away.
I fancy oft a stir,
Of wings seem following her,
Trailing a terrible gloom along the oaken floor,
As she walks to and fro;
Louder the strange sounds grow
To a nameless, dreadful horror, that floods the chamber o'er.
And then I raise my head
From terror-haunted bed,
And hush my breath, and my very pulses hush and hark;
But as I glance around,
The stir, the murmuring sound,
Dies away in the moonlight, lying there stiff and stark.
*    *    *    *    *
And thus you ever flee,
Elude and baffle me,
My lady you will not always so lightly glide away;
Though on the swiftest breeze,
You sail o'er farthest seas,
Remember, side by side we two will stand one day.
Though my dust feed the wind,
Yours be with prayer consigned
To the keeping of churchyard seraphs and marble saints;
Lemoine, we two shall meet,
And not then at my feet
Will you fetter a late repentance with wiles and tearful plaints.
Repentance and strong,
That would have found a tongue,
And shrieked the truth to heaven with madd'ning din;
The truth of that dread hour,
That black accursed hour,
When to free you from hated fetters, I plunged my soul in sin.
Whatever wise man thinks,
Sin forges strongest links,
You can break them never, although for a time you may hide
Buried in flowers and wine;
This chain of thine and mine,
At the last dread day of doom will draw us side by side.
If one, then both are cursed,
And come the best, the worst,
Forever and ever your fate and mine are entwined;
And though it be mad - mad,
Heaven knows the thought is glad,
I do not breed my thoughts, how can I help my mind.
*    *    *    *    *
So silent doth she come,
Standing here pale and dumb,
With her finger laid on her lips in a warning way;
Her dark eyes looking back,
As if upon her track
And mine, some phantom shape of impending evil lay.
But when I strive to see,
Of what she's warning me,
Cruelly calm, no sign will she deign to love or fears;
Unheeding vow or prayer,
As noiseless as the air,
She glideth into the pallid moonlight and disappears.",1,0.0003894080996884735
test,poem,"1.
When good King Arthur ruled this land,
He was a goodly king--
He stole three pecks of barley-meal,
To make a bag pudding.
2.
A bag pudding the Queen did make,
And stuffed it well with plums,
And in it put great lumps of fat
As big as my two thumbs.
3.
The King and Queen did eat thereof,
And noblemen beside,
And what they could not eat that night
The Queen next morning fried.",1,0.0003894080996884735
test,poem,"Stand out, swift-footed leaders of the horns,
And draw strong breath, and fill the hollowy cliff
With shocks of clamour, let the chasm take
The noise of many trumpets, lest the hunt
Should die across the dim Aonian hills,
Nor break through thunder and the surf-white cave
That hems about the old-eyed Ogyges
And bars the sea-wind, rain-wind, and the sea!
Much fierce delight hath old-eyed Ogyges
(A hairless shadow in a lion's skin)
In tumult, and the gleam of flying spears,
And wild beasts vexed to death; 'for,' sayeth he,
'Here lying broken, do I count the days
For every trouble; being like the tree
The many-wintered father of the trunks
On yonder ridges: wherefore it is well
To feel the dead blood kindling in my veins
At sound of boar or battle; yea to find
A sudden stir, like life, about my feet,
And tingling pulses through this frame of mine
What time the cold clear dayspring, like a bird
Afar off, settles on the frost-bound peaks,
And all the deep blue gorges, darkening down,
Are filled with men and dogs and furious dust!'
So in the time whereof thou weetest well
The melancholy morning of the World
He mopes or mumbles, sleeps or shouts for glee,
And shakes his sides a cavern-hutted King!
But when the ouzel in the gaps at eve
Doth pipe her dreary ditty to the surge
All tumbling in the soft green level light,
He sits as quiet as a thick-mossed rock,
And dreameth in his cold old savage way
Of gliding barges on the wine-dark waves,
And glowing shapes, and sweeter things than sleep,
But chiefly, while the restless twofold bat
Goes flapping round the rainy eaves above,
Where one broad opening letteth in the moon,
He starteth, thinking of that grey-haired man,
His sire: then oftentimes the white-armed child
Of thunder-bearing Jove, young Thebe, comes
And droops above him with her short sweet sighs
For Love distraught for dear Love's faded sake
That weeps and sings and weeps itself to death
Because of casual eyes, and lips of frost,
And careless mutterings, and most weary years.
Bethink you, doth the wan Egyptian count
This passion, wasting like an unfed flame,
Of any worth now; seeing that his thighs
Are shrunken to a span and that the blood,
Which used to spin tumultuous down his sides
Of life in leaping moments of desire,
Is drying like a thin and sluggish stream
In withered channels think you, doth he pause
For golden Thebe and her red young mouth?
Ah, golden Thebe Thebe, weeping there,
Like some sweet wood-nymph wailing for a rock,
If Octis with the Apollonian face
That fair-haired prophet of the sun and stars
Could take a mist and dip it in the West
To clothe thy limbs of shine about with shine
And all the wonder of the amethyst,
He'd do it kneeling like a slave for thee!
If he could find a dream to comfort thee,
He'd bring it: thinking little of his lore,
But marvelling greatly at those eyes of thine.
Yea, if the Shepherd waiting for thy steps,
Pent down amongst the dank black-weeded rims,
Could shed his life like rain about thy feet,
He'd count it sweetness past all sweets of love
To die by thee his life's end in thy sight.
Oh, but he loves the hunt, doth Ogyges!
And therefore should we blow the horn for him:
He, sitting mumbling in his surf-white cave
With helpless feet and alienated eyes,
Should hear the noises nathless dawn by dawn
Which send him wandering swiftly through the days
When like a springing cataract he leapt
From crag to crag, the strongest in the chase
To spear the lion, leopard, or the boar!
Oh, but he loves the hunt; and, while the shouts
Of mighty winds are in this mountained World,
Behold the white bleak woodman, Winter, halts
And bends to him across a beard of snow
For wonder; seeing Summer in his looks
Because of dogs and calls from throats of hair
All in the savage hills of Hyria!
And, through the yellow evenings of the year,
What time September shows her mooned front
And poppies burnt to blackness droop for drouth,
The dear Demeter, splashed from heel to thigh
With spinning vine-blood, often stoops to him
To crush the grape against his wrinkled lips
Which sets him dreaming of the thickening wolves
In darkness, and the sound of moaning seas.
So with the blustering tempest doth he find
A stormy fellowship: for when the North
Comes reeling downwards with a breath like spears,
Where Dryope the lonely sits all night
And holds her sorrow crushed betwixt her palms,
He thinketh mostly of that time of times
When Zeus the Thunderer broadly-blazing King
Like some wild comet beautiful but fierce,
Leapt out of cloud and fire and smote the tops
Of black Ogygia with his red right hand,
At which great fragments tumbled to the Deeps
The mighty fragments of a mountain-land
And all the World became an awful Sea!
But, being tired, the hairless Ogyges
Best loveth night and dim forgetfulness!
'For,' sayeth he, 'to look for sleep is good
When every sleep is as a sleep of death
To men who live, yet know not why they live,
Nor how they live! I have no thought to tell
The people when this time of mine began;
But forest after forest grows and falls,
And rock by rock is wasted with the rime,
While I sit on and wait the end of all;
Here taking every footstep for a sign;
An ancient shadow whiter than the foam!'",1,0.0003894080996884735
test,poem,"They sleep well here whom Allah loved and kept
And treasured in his vineyard fair and fine,
Most lustrous of the Orient pearls that shine,
Which youth found where the waves of passion swept.
Here, where in peace perpetual they have slept,
A turban beckons where the roses twine,
A banner flutters out in silken line,
And sometimes here a Giaour's name is kept.
Oh! roses of this paradise of old,
The eyes that loved not Allah saw you not,
Nor arms that prayed not eastward could enfold!
But now a Christian treads this hallowed spot;
Wise Allah, curse not him who bows his head
Amid the marble shrines of Allah's dead!",1,0.0003894080996884735
